"","serverId","vypadekId","zacatek","konec"
"284",1648619,1387357959,"2013-12-18 10:12:39","2013-12-18 10:32:39"
"285",1064881,1384492690,"2013-11-15 06:18:10","2013-11-15 08:08:10"
"286",1925993,1391503062,"2014-02-04 09:37:42","2014-02-04 09:47:42"
"287",1925993,1391501862,"2014-02-04 09:17:42","2014-02-04 09:27:42"
"288",1925993,1391155662,"2014-01-31 09:07:42","2014-01-31 09:17:42"
"289",1925993,1390913862,"2014-01-28 13:57:42","2014-01-28 14:07:42"
"290",1925993,1389976062,"2014-01-17 17:27:42","2014-01-17 17:37:42"
"291",1925993,1389974262,"2014-01-17 16:57:42","2014-01-17 17:17:42"
"292",1925993,1389973062,"2014-01-17 16:37:42","2014-01-17 16:47:42"
"293",1925993,1389473262,"2014-01-11 21:47:42","2014-01-11 21:57:42"
"294",1925993,1387187862,"2013-12-16 10:57:42","2013-12-16 11:07:42"
"295",1925993,1387183062,"2013-12-16 09:37:42","2013-12-16 09:57:42"
"296",1009273,1390834481,"2014-01-27 15:54:41","2014-01-27 16:04:41"
"297",1009273,1389200681,"2014-01-08 18:04:41","2014-01-08 18:14:41"
"298",1009273,1387194881,"2013-12-16 12:54:41","2013-12-16 13:04:41"
"299",1009273,1386594881,"2013-12-09 14:14:41","2013-12-09 14:24:41"
"300",1009273,1384962881,"2013-11-20 16:54:41","2013-11-20 17:04:41"
"301",1009273,1384808081,"2013-11-18 21:54:41","2013-11-18 22:04:41"
"302",1009273,1384788881,"2013-11-18 16:34:41","2013-11-18 16:44:41"
"303",2016367,1391420379,"2014-02-03 10:39:39","2014-02-03 10:49:39"
"304",2016367,1390233579,"2014-01-20 16:59:39","2014-01-20 17:09:39"
"305",2016367,1384516179,"2013-11-15 12:49:39","2013-11-15 13:29:39"
"306",2016367,1384369779,"2013-11-13 20:09:39","2013-11-13 20:19:39"
"307",2016367,1383764979,"2013-11-06 20:09:39","2013-11-06 20:19:39"
"308",2089533,1386282177,"2013-12-05 23:22:57","2013-12-05 23:32:57"
"309",2089533,1385142777,"2013-11-22 18:52:57","2013-11-22 19:02:57"
"310",2089533,1383328977,"2013-11-01 19:02:57","2013-11-01 19:12:57"
"311",2089533,1383325977,"2013-11-01 18:12:57","2013-11-01 18:32:57"
"312",2089533,1383066177,"2013-10-29 18:02:57","2013-10-29 18:12:57"
"313",1644357,1391790941,"2014-02-07 17:35:41","2014-02-07 17:45:41"
"314",1644357,1386771941,"2013-12-11 15:25:41","2013-12-11 15:35:41"
"315",1644357,1386159341,"2013-12-04 13:15:41","2013-12-04 13:25:41"
"316",1644357,1386152141,"2013-12-04 11:15:41","2013-12-04 11:25:41"
"317",1644357,1384788341,"2013-11-18 16:25:41","2013-11-18 16:35:41"
"318",2023074,1391577841,"2014-02-05 06:24:01","2014-02-05 06:29:01"
"319",2023074,1390890541,"2014-01-28 07:29:01","2014-01-28 07:34:01"
"320",2023074,1389981541,"2014-01-17 18:59:01","2014-01-17 19:04:01"
"321",2023074,1389938341,"2014-01-17 06:59:01","2014-01-17 07:04:01"
"322",2023074,1389920341,"2014-01-17 01:59:01","2014-01-17 02:04:01"
"323",2023074,1389895141,"2014-01-16 18:59:01","2014-01-16 19:04:01"
"324",2023074,1389851941,"2014-01-16 06:59:01","2014-01-16 07:04:01"
"325",2023074,1389747541,"2014-01-15 01:59:01","2014-01-15 02:04:01"
"326",2023074,1389545941,"2014-01-12 17:59:01","2014-01-12 18:04:01"
"327",2023074,1389484741,"2014-01-12 00:59:01","2014-01-12 01:04:01"
"328",2023074,1389416341,"2014-01-11 05:59:01","2014-01-11 06:04:01"
"329",2023074,1386829741,"2013-12-12 07:29:01","2013-12-12 07:34:01"
"330",2023074,1385874241,"2013-12-01 06:04:01","2013-12-01 06:09:01"
"331",2023074,1385791441,"2013-11-30 07:04:01","2013-11-30 07:09:01"
"332",2023074,1385773441,"2013-11-30 02:04:01","2013-11-30 02:09:01"
"333",2023074,1385748241,"2013-11-29 19:04:01","2013-11-29 19:09:01"
"334",2023074,1385687041,"2013-11-29 02:04:01","2013-11-29 02:09:01"
"335",2023074,1383179341,"2013-10-31 01:29:01","2013-10-31 01:39:01"
"336",2023074,1382591941,"2013-10-24 07:19:01","2013-10-24 07:24:01"
"337",2023074,1380083094,"2013-09-25 06:24:54","2013-09-25 06:34:54"
"338",1489752,1386955994,"2013-12-13 18:33:14","2013-12-13 19:03:14"
"339",1494470,1391422663,"2014-02-03 11:17:43","2014-02-03 11:27:43"
"340",1494470,1383556663,"2013-11-04 10:17:43","2013-11-04 10:37:43"
"341",2106248,1391880040,"2014-02-08 18:20:40","2014-02-08 18:30:40"
"342",2106248,1391785240,"2014-02-07 16:00:40","2014-02-07 16:10:40"
"343",2106248,1391782240,"2014-02-07 15:10:40","2014-02-07 15:50:40"
"344",2106248,1389341440,"2014-01-10 09:10:40","2014-01-10 09:40:40"
"345",2106248,1389169840,"2014-01-08 09:30:40","2014-01-08 10:10:40"
"346",2106248,1389125440,"2014-01-07 21:10:40","2014-01-07 22:20:40"
"347",2106248,1388780440,"2014-01-03 21:20:40","2014-01-03 22:10:40"
